Code;Code à Bar;Désignation;Stock;Famille;Marque;Prix Achat HT;MB%;TVA;PventeTTC;Pvente Pub HT;Code Frs;Code Frs;Intitulé Frs;Date Creation;Date Modification;Remise_Fidelite;Dernière PUHT;Dernière remise
003007004;7909990001192;TCM DAILYN 30PC;0,000;CAKE;DAILYN;14,500;9,655;0,000;15,900;15,900;;;;03/11/2023;11/11/2023;0,000;;
003010001;7909990003738;TCM CAKE LE PATISSIER 24PC;0,000;CAKE;LA PATISSIERE;10,840;15,314;0,000;12,500;12,500;;;;09/11/2023;11/11/2023;0,000;;
003010002;7909990003745;MINI CAKE JOJO LE PATISSIER 50PC;0,000;CAKE;LA PATISSIERE;20,000;10,000;0,000;22,000;22,000;;;;09/11/2023;11/11/2023;0,000;;
003010003;7909990003752;GROPAGE MUFFIN PEPIT CHOC LE PATISSIER 8PC;0,000;CAKE;LA PATISSIERE;24,500;10,204;0,000;27,000;27,000;;;;09/11/2023;11/11/2023;0,000;;
003010004;7909990003769;GROPAGE MUFFIN VANILLE LE PATISSIER 8PC;0,000;CAKE;LA PATISSIERE;22,500;11,111;0,000;25,000;25,000;;;;09/11/2023;11/11/2023;0,000;;
003010005;7909990003776;MADELAINE AMANDE LE PATISSIERE 300GR 10PC;0,000;CAKE;LA PATISSIERE;31,000;9,677;0,000;34,000;34,000;;;;09/11/2023;11/11/2023;0,000;;
003010006;7909990003783;MADELAINE VANILLE LE PATISSIERE 200GR 10PC;0,000;CAKE;LA PATISSIERE;18,500;10,811;0,000;20,500;20,500;;;;09/11/2023;09/11/2023;0,000;;
003010007;7909990003790;MADELAINE VANILLE LE PATISSIERE 400GR 10PC;0,000;CAKE;LA PATISSIERE;28,500;12,281;0,000;32,000;32,000;;;;09/11/2023;11/11/2023;0,000;;
003036001;7909990005466;BROWNIS BOLERIO 30PC;0,000;CAKE;BOLERIO;16,800;14,881;0,000;19,300;19,300;;;;11/11/2023;11/11/2023;0,000;;
003036002;7909990005473;SUPER CAKE BOLERIO 30PC;0,000;CAKE;BOLERIO;11,760;13,095;0,000;13,300;13,300;;;;11/11/2023;11/11/2023;0,000;;
004008001;7909990001208;CREME DESSERT AROM VANOISE 25PC;0,000;CREME;VANOISE;11,400;9,833;19,000;14,900;12,521;;;;04/11/2023;04/11/2023;0,000;;
004008002;7909990001215;CREME DESSERT CHOCOLAT VANOISE 25PC;0,000;CREME;VANOISE;12,200;7,453;19,000;15,600;13,109;;;;04/11/2023;04/11/2023;0,000;;
004008003;7909990001253;AMIDON VANOISE 10PC;0,000;CREME;VANOISE;14,700;11,473;19,000;19,500;16,387;;;;04/11/2023;11/11/2023;0,000;;
004008004;7909990001260;CREME CHANTILLY VANOISE 10PC;0,000;CREME;VANOISE;18,500;9,017;19,000;24,000;20,168;;;;04/11/2023;04/11/2023;0,000;;
004008005;7909990001277;LAIT CONCENTRE 395GR VANOISE 1PC;0,000;CREME;VANOISE;5,700;10,571;19,000;7,500;6,303;;;;04/11/2023;11/11/2023;0,000;;
004008006;7909990001284;CHOCOLAT CHAUD VANOISE 24PC;0,000;CREME;VANOISE;14,700;14,331;19,000;20,000;16,807;;;;04/11/2023;11/11/2023;0,000;;
004009001;7909990001291;CREME DESSERT CHOCOLAT SMART CHEF 24PC;0,000;CREME;SMART CHEF;10,200;19,460;19,000;14,500;12,185;;;;04/11/2023;11/11/2023;0,000;;
004009002;7909990001345;CREME CHANTILLY SMART CHEF 8PC;0,000;CREME;SMART CHEF;8,900;46,351;19,000;15,500;13,025;;;;04/11/2023;11/11/2023;0,000;;
004010001;7909990001369;CREME DESERT AROME LA PATISSIERE 20PC;0,000;CREME;LA PATISSIERE;11,500;9,609;19,000;15,000;12,605;;F_22/1000007;BEST BRANDS S.A;04/11/2023;11/11/2023;0,000;;
005008001;7909990001222;LEVURE GATAUX VANOISE 5*10PC;0,000;LEVURE;VANOISE;14,150;6,898;19,000;18,000;15,126;;;;04/11/2023;11/11/2023;0,000;;
005008002;7909990001239;LEVURE BOULANGER VANOISE 5*10PC;0,000;LEVURE;VANOISE;12,200;6,764;19,000;15,500;13,025;;;;04/11/2023;17/11/2023;0,000;;
005009001;7909990001314;LEVURE GATAUX SMART CHEF 100PC;0,000;LEVURE;SMART CHEF;9,400;38,566;19,000;15,500;13,025;;;;04/11/2023;11/11/2023;0,000;;
005009002;7909990001321;LEVURE BOULANGER SMART CHEF 50PC;0,000;LEVURE;SMART CHEF;8,900;46,351;19,000;15,500;13,025;;;;04/11/2023;04/11/2023;0,000;;
005010001;7909990001383;LEVURE GATAUX LA PATISSIERE 80PC;0,000;LEVURE;LA PATISSIERE;13,500;8,932;19,000;17,500;14,706;;;;04/11/2023;11/11/2023;0,000;;
005010002;7909990001390;LEVURE BOULANGER LA PATISSIERE 44PC;0,000;LEVURE;LA PATISSIERE;11,647;8,226;19,000;15,000;12,605;;;;04/11/2023;11/11/2023;0,000;;
006001001;7909990001246;SUCRE VANILLE VANOISE 5*10PC;0,000;SUCRE;Marque;9,700;29,949;19,000;15,000;12,605;;;;04/11/2023;11/11/2023;0,000;;
006009001;7909990001338;SUCRE VANILLE SMART CHEF 100PC;0,000;SUCRE;SMART CHEF;10,800;12,823;19,000;14,500;12,185;;;;04/11/2023;04/11/2023;0,000;;
006010001;7909990001376;SUCRE VANILLE LA PATISSIERE 80PC;0,000;SUCRE;LA PATISSIERE;7,000;44,058;19,000;12,000;10,084;;;;04/11/2023;11/11/2023;0,000;;
007009001;7909990001352;JUS EN POUDRE FRESCO 24PC;0,000;JUS;SMART CHEF;5,593;24,706;19,000;8,300;6,975;;;;04/11/2023;11/11/2023;0,000;;
007012001;7909990002120;JUS KIDZ 12ML*30PC;0,000;JUS;KIDZ;9,250;13,559;19,000;12,500;10,504;;F_22/1000004;SOTUCHOC;05/11/2023;11/11/2023;0,000;;
007016001;7909990003844;JUS RANI 1L;0,000;JUS;SOUK;16,214;8,838;19,000;21,000;17,647;;;;09/11/2023;11/11/2023;0,000;;
007016002;7909990004995;THON SIDI ALI 400GR;0,000;THON;SOUK;8,000;10,000;0,000;8,800;8,800;;;;09/11/2023;11/11/2023;0,000;;
007031001;7909990004896;CELESTIA NORMAL 25CL*6PC;0,000;JUS;COCA;7,500;20,000;0,000;9,000;9,000;;;;09/11/2023;11/11/2023;0,000;;
007032001;7909990004834;JUS OH POIRE 25CL*24PC;0,000;JUS;VIVA;24,000;12,500;0,000;27,000;27,000;;;;09/11/2023;11/11/2023;0,000;;
007032002;7909990004841;JUS OH ORANGE BANANE 25CL*24PC;0,000;JUS;VIVA;24,000;12,500;0,000;27,000;27,000;;;;09/11/2023;11/11/2023;0,000;;
007032003;7909990004858;JUS OH ORANGE BANANE 1L*6PC;0,000;JUS;VIVA;18,065;10,711;0,000;20,000;20,000;;;;09/11/2023;11/11/2023;0,000;;
007032004;7909990004865;JUS TROPICO 20CL*24PC;0,000;JUS;VIVA;17,300;9,827;0,000;19,000;19,000;;;;09/11/2023;11/11/2023;0,000;;
007032005;7909990004872;JUS TROPICO 1L*6PC;0,000;JUS;VIVA;16,580;10,374;0,000;18,300;18,300;;;;09/11/2023;09/11/2023;0,000;;
007032006;7909990004889;JUS DIVA 1L*6PC;0,000;JUS;VIVA;16,580;10,374;0,000;18,300;18,300;;;;09/11/2023;11/11/2023;0,000;;
007032007;7909990005497;OH POIRE 1L*6PC;0,000;JUS;VIVA;19,065;1 001,495;0,000;210,000;210,000;;;;11/11/2023;11/11/2023;0,000;;
007033001;7909990004902;JUS BNINO TROPICAL PET 25CL*12PC;0,000;JUS;STIL;12,050;12,033;0,000;13,500;13,500;;;;09/11/2023;11/11/2023;0,000;;
007033002;7909990004919;JUS STIL PACK 20CL*24PC;0,000;JUS;STIL;18,000;8,333;0,000;19,500;19,500;;;;09/11/2023;11/11/2023;0,000;;
007033003;7909990004926;JUS MONGUE STIL 1L*6PC;0,000;JUS;STIL;16,100;11,180;0,000;17,900;17,900;;;;09/11/2023;11/11/2023;0,000;;
007033004;7909990004933;JUS COCKTAIL STIL 1L*6PC;0,000;JUS;STIL;16,100;11,180;0,000;17,900;17,900;;;;09/11/2023;11/11/2023;0,000;;
007033005;7909990004940;JUS ANANS STIL 1L*6PC;0,000;JUS;STIL;16,100;6,211;0,000;17,100;17,100;;;;09/11/2023;11/11/2023;0,000;;
007033006;7909990004957;JUS ORANGE STIL 1L*6PC;0,000;JUS;STIL;16,100;11,180;0,000;17,900;17,900;;;;09/11/2023;09/11/2023;0,000;;
007033007;7909990004964;JUS COCKTAIL STIL 2L*6PC;0,000;JUS;STIL;26,000;10,000;0,000;28,600;28,600;;;;09/11/2023;09/11/2023;0,000;;
007033008;7909990004971;JUS ORANGE STIL 2L*6PC;0,000;JUS;STIL;26,000;10,000;0,000;28,600;28,600;;;;09/11/2023;11/11/2023;0,000;;
008011001;7909990001406;TRIS LAIT SAID 24PC;0,000;CHOCOLAT;SAID;21,405;7,177;19,000;27,300;22,941;;;;05/11/2023;11/11/2023;0,000;;
008011002;7909990001413;TRIS CROQUANT SAID 24PC;0,000;CHOCOLAT;SAID;21,405;7,177;19,000;27,300;22,941;;;;05/11/2023;11/11/2023;0,000;;
008011003;7909990001420;TRIS JUNIOR DRAGE SAID 24PC;0,000;CHOCOLAT;SAID;21,405;7,177;19,000;27,300;22,941;;;;05/11/2023;11/11/2023;0,000;;
008011004;7909990001437;TRIS NOISETTE SAID 24PC;0,000;CHOCOLAT;SAID;22,198;7,134;19,000;28,300;23,782;;;;05/11/2023;11/11/2023;0,000;;
008011005;7909990001444;MAESTRO MINI LAIT 24PC;0,000;CHOCOLAT;SAID;21,405;7,177;19,000;27,300;22,941;;;;05/11/2023;11/11/2023;0,000;;
008011006;7909990001451;MAESTRO MINI NOIR 24PC;0,000;CHOCOLAT;SAID;21,405;7,177;19,000;27,300;22,941;;;;05/11/2023;11/11/2023;0,000;;
008011007;7909990001468;MAESTRO MINI LAIT NOISETTE 24PC;0,000;CHOCOLAT;SAID;22,198;7,134;19,000;28,300;23,782;;;;05/11/2023;11/11/2023;0,000;;
008011008;7909990001482;MAESTRO TAB NOIR10PC;0,000;CHOCOLAT;SAID;25,104;8,122;19,000;32,300;27,143;;;;05/11/2023;11/11/2023;0,000;;
008011009;7909990001505;MAESTRO TAB LAIT AMANDE 10PC;0,000;CHOCOLAT;SAID;25,765;8,609;19,000;33,300;27,983;;;;05/11/2023;11/11/2023;0,000;;
008011010;7909990001512;MAESTRO TAB NOIR NOISETTE 10PC;0,000;CHOCOLAT;SAID;25,765;8,609;19,000;33,300;27,983;;;;05/11/2023;11/11/2023;0,000;;
008011011;7909990001529;CLUB NOISETTE 18PC;0,000;CHOCOLAT;SAID;17,838;7,409;19,000;22,800;19,160;;;;05/11/2023;11/11/2023;0,000;;
008011012;7909990001536;CLUB SPECULOS 18PC;0,000;CHOCOLAT;SAID;17,838;7,409;19,000;22,800;19,160;;;;05/11/2023;11/11/2023;0,000;;
008011013;7909990001543;CLUB CARAMEL 18PC;0,000;CHOCOLAT;SAID;17,838;7,409;19,000;22,800;19,160;;;;05/11/2023;11/11/2023;0,000;;
008011014;7909990001550;CLUB CUPPUCINO 18PC;0,000;CHOCOLAT;SAID;17,838;7,409;19,000;22,800;19,160;;;;05/11/2023;11/11/2023;0,000;;
008011015;7909990001567;CLUB CORNFLAKES 18PC;0,000;CHOCOLAT;SAID;17,838;7,409;19,000;22,800;19,160;;;;05/11/2023;11/11/2023;0,000;;
008011016;7909990001581;KROSS FRAISE 24PC;0,000;CHOCOLAT;SAID;4,963;10,058;19,000;6,500;5,462;;;;05/11/2023;11/11/2023;0,000;;
008011017;7909990001598;KROSS LAIT 24PC;0,000;CHOCOLAT;SAID;4,963;10,058;19,000;6,500;5,462;;;;05/11/2023;11/11/2023;0,000;;
008011018;7909990001604;KROSS BANANE  24PC;0,000;CHOCOLAT;SAID;4,963;10,058;19,000;6,500;5,462;;;;05/11/2023;11/11/2023;0,000;;
008011019;7909990001611;MOMENTO 24PC;0,000;CHOCOLAT;SAID;15,724;7,420;19,000;20,100;16,891;;;;05/11/2023;11/11/2023;0,000;;
008011020;7909990001628;DCLIC 24PC;0,000;CHOCOLAT;SAID;15,595;8,309;19,000;20,100;16,891;;;;05/11/2023;11/11/2023;0,000;;
008011021;7909990001635;XPLOSE CARAMEL 24PC;0,000;CHOCOLAT;SAID;15,724;7,420;19,000;20,100;16,891;;;;05/11/2023;11/11/2023;0,000;;
008011022;7909990001642;XPLOSE TRIPLE CHOCOLAT 24PC;0,000;CHOCOLAT;SAID;15,724;7,420;19,000;20,100;16,891;;;;05/11/2023;11/11/2023;0,000;;
008011023;7909990001659;DUO CHOCOLAT 24PC;0,000;CHOCOLAT;SAID;8,720;7,933;19,000;11,200;9,412;;;;05/11/2023;11/11/2023;0,000;;
008011024;7909990001666;CRISPO CHOCOLAT 24PC;0,000;CHOCOLAT;SAID;15,858;8,632;19,000;20,500;17,227;;;;05/11/2023;11/11/2023;0,000;;
008011025;7909990001673;PATE A GLACER SAID 1KG ;0,000;CHOCOLAT;SAID;8,883;8,791;19,000;11,500;9,664;;;;05/11/2023;05/11/2023;0,000;;
008011026;7909990001680;PATE A GLACER SAID 2.1KG;0,000;CHOCOLAT;SAID;16,482;9,618;19,000;21,500;18,067;;;;05/11/2023;05/11/2023;0,000;;
008011027;7909990001697;NAPOLITAINS LAIT 150PC;0,000;CHOCOLAT;SAID;25,914;7,661;19,000;33,200;27,899;;;;05/11/2023;11/11/2023;0,000;;
008011028;7909990001703;NAPOLITAINS NOIR 150PC;0,000;CHOCOLAT;SAID;25,914;7,661;19,000;33,200;27,899;;;;05/11/2023;11/11/2023;0,000;;
008011029;7909990001710;HELEN CACAO SAID 100PC;0,000;CHOCOLAT;SAID;13,787;8,493;19,000;17,800;14,958;;;;05/11/2023;11/11/2023;0,000;;
008011030;7909990001727;BABY LAIT SAID 100PC;0,000;CHOCOLAT;SAID;13,787;8,493;19,000;17,800;14,958;;;;05/11/2023;11/11/2023;0,000;;
008011031;7909990001734;FIDJI TANDEM 24PC;0,000;CHOCOLAT;SAID;6,088;7,665;19,000;7,800;6,555;;;;05/11/2023;11/11/2023;0,000;;
008011032;7909990001741;FIDJI GRINTA 24PC;0,000;CHOCOLAT;SAID;6,088;7,665;19,000;7,800;6,555;;;;05/11/2023;11/11/2023;0,000;;
008011033;7909990001758;MELODY CHOCOLAT 145PC;0,000;CHOCOLAT;SAID;14,369;9,362;19,000;18,700;15,714;;;;05/11/2023;05/11/2023;0,000;;
008011034;7909990001765;PASSION CHOCOLAT NOIR  20PC;0,000;CHOCOLAT;SAID;7,664;8,551;19,000;9,900;8,319;;;;05/11/2023;11/11/2023;0,000;;
008011035;7909990001772;PASSION CHOCOLAT ORANGE 20PC;0,000;CHOCOLAT;SAID;7,664;8,551;19,000;9,900;8,319;;;;05/11/2023;11/11/2023;0,000;;
008011036;7909990001789;PASSION CHOCOLAT CARAMEL  20PC;0,000;CHOCOLAT;SAID;7,664;8,551;19,000;9,900;8,319;;;;05/11/2023;11/11/2023;0,000;;
008011037;7909990001796;PASSION CHOCOLAT NOISETTE 20PC;0,000;CHOCOLAT;SAID;7,664;8,551;19,000;9,900;8,319;;;;05/11/2023;11/11/2023;0,000;;
008011038;7909990001802;FIDJI TAB CHOCOLAT 12PC;0,000;CHOCOLAT;SAID;14,080;10,413;19,000;18,500;15,546;;;;05/11/2023;11/11/2023;0,000;;
008011039;7909990001819;CHOCOLAT CHAUD DOZE SAID 24PC;0,000;CHOCOLAT;SAID;12,557;10,421;19,000;16,500;13,866;;;;05/11/2023;11/11/2023;0,000;;
008011040;7909990001826;CREME CHOCOLAT NOUTY 150G*6PC;0,000;CHOCOLAT;SAID;11,891;8,125;19,000;15,300;12,857;;;;05/11/2023;11/11/2023;0,000;;
008011041;7909990001833;CREME CHOCOLAT SAID 18G*48PC;0,000;CHOCOLAT;SAID;14,890;8,922;19,000;19,300;16,218;;;;05/11/2023;11/11/2023;0,000;;
008011042;7909990001840;CREME CHOCOLAT SAID 180G*6PC;0,000;CHOCOLAT;SAID;17,166;7,208;19,000;21,900;18,403;;;;05/11/2023;11/11/2023;0,000;;
008011043;7909990001857;CREME CHOCOLAT NOISETTE SAID 1KG*1PC;0,000;CHOCOLAT;SAID;8,754;8,474;19,000;11,300;9,496;;;;05/11/2023;11/11/2023;0,000;;
008011044;7909990001864;CREME CHOCOLAT NOISETTE SAID 500G*1PC;0,000;CHOCOLAT;SAID;5,060;9,609;19,000;6,600;5,546;;;;05/11/2023;11/11/2023;0,000;;
008011045;7909990001871;CREME CHOCOLAT BISCUIT SAID JUNIOR 24PC;0,000;CHOCOLAT;SAID;25,369;7,655;19,000;32,500;27,311;;;;05/11/2023;11/11/2023;0,000;;
008011046;7909990001888;CHOCOLINE DOSE 13G*50PC;0,000;CHOCOLAT;SAID;12,753;7,406;19,000;16,300;13,697;;;;05/11/2023;11/11/2023;0,000;;
008011047;7909990001895;CHOCOLINE BOITE 150G*1PC;0,000;CHOCOLAT;SAID;2,482;8,343;19,000;3,200;2,689;;;;05/11/2023;11/11/2023;0,000;;
008011048;7909990001901;CHOCOLINE BOITE 300G*1PC;0,000;CHOCOLAT;SAID;4,274;8,139;19,000;5,500;4,622;;;;05/11/2023;11/11/2023;0,000;;
008011049;7909990001918;CHOCOLINE ETUIS 100G*1PC;0,000;CHOCOLAT;SAID;1,224;9,848;19,000;1,600;1,345;;;;05/11/2023;11/11/2023;0,000;;
008011050;7909990001925;CHOCOLINE ETUIS 200G*1PC;0,000;CHOCOLAT;SAID;2,068;9,715;19,000;2,700;2,269;;;;05/11/2023;11/11/2023;0,000;;
008013001;7909990002137;CHOCOLAT FESTIVAL DONIA 205PC;0,000;CHOCOLAT;DONIA;18,500;10,811;0,000;20,500;20,500;;;;07/11/2023;11/11/2023;0,000;;
008013002;7909990002144;CHOCOLAT SUPER MAX DONIA 230PC;0,000;CHOCOLAT;DONIA;20,700;10,628;0,000;22,900;22,900;;;;07/11/2023;11/11/2023;0,000;;
008013003;7909990002175;BOITE CHOCOTIME DARK DONIA 1.150KG;0,000;CHOCOLAT;DONIA;14,500;13,793;0,000;16,500;16,500;;;;07/11/2023;11/11/2023;0,000;;
008013004;7909990002182;CHOCOTIME BAR DONIA 24PC;0,000;CHOCOLAT;DONIA;6,000;16,667;0,000;7,000;7,000;;;;07/11/2023;11/11/2023;0,000;;
008013005;7909990002205;BOITE MINI GOODBON DONIA 100PC;0,000;CHOCOLAT;DONIA;5,116;56,372;0,000;8,000;8,000;;;;07/11/2023;11/11/2023;0,000;;
008013006;7909990002267;TUBE GOODBON DONIA 24PC;0,000;CHOCOLAT;DONIA;8,402;13,068;0,000;9,500;9,500;;;;07/11/2023;11/11/2023;0,000;;
008013007;7909990002274;CHOCOLAT SMART ZOO DONIA 24PC;0,000;CHOCOLAT;DONIA;4,300;27,907;0,000;5,500;5,500;;;;07/11/2023;11/11/2023;0,000;;
008013008;7909990002281;CHOCOLAT TAB MAXIMO NOISETTE DONIA 24PC;0,000;CHOCOLAT;DONIA;18,690;12,360;0,000;21,000;21,000;;;;07/11/2023;11/11/2023;0,000;;
008013009;7909990002298;CHOCOLAT TAB MAXIMO LAIT DONIA 24PC;0,000;CHOCOLAT;DONIA;16,990;14,773;0,000;19,500;19,500;;;;07/11/2023;11/11/2023;0,000;;
008013010;7909990002304;BOITE CHOCOBON DONIA 70PC;0,000;CHOCOLAT;DONIA;12,250;14,286;0,000;14,000;14,000;;;;07/11/2023;11/11/2023;0,000;;
008013011;7909990002328;CHOCOLAT CHOCOTIME CARRE DONIA 24PC;0,000;CHOCOLAT;DONIA;16,000;18,750;0,000;19,000;19,000;;;;07/11/2023;11/11/2023;0,000;;
008013012;7909990002366;TUBE CECE BON DONIA 24PC;0,000;CHOCOLAT;DONIA;13,543;10,758;0,000;15,000;15,000;;;;07/11/2023;11/11/2023;0,000;;
009011001;7909990001932;HAPPY FULL DENTIER 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;11/11/2023;0,000;;
009011002;7909990001949;HAPPY FULL RINGS 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;05/11/2023;0,000;;
009011003;7909990001956;HAPPY FULL FRUIT 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;11/11/2023;0,000;;
009011004;7909990001963;HAPPY FULL COEUR 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;11/11/2023;0,000;;
009011005;7909990001970;HAPPY FULL CROCO 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;11/11/2023;0,000;;
009011006;7909990001987;HAPPY FULL EGZZ 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;11/11/2023;0,000;;
009011007;7909990001994;HAPPY FULL LEGO 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;05/11/2023;0,000;;
009011008;7909990002007;HAPPY FULL SPIDER 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;11/11/2023;0,000;;
009011009;7909990002014;HAPPY FULL WORMS 70G*12PC;0,000;FALFOUL;SAID;9,910;8,540;19,000;12,800;10,756;;;;05/11/2023;05/11/2023;0,000;;
009011010;7909990002021;HAPPY FULL DENTIER 30G*24PC;0,000;FALFOUL;SAID;9,513;10,419;19,000;12,500;10,504;;;;05/11/2023;11/11/2023;0,000;;
009011011;7909990002038;HAPPY FULL RINGS 30G*24PC;0,000;FALFOUL;SAID;9,513;10,419;19,000;12,500;10,504;;;;05/11/2023;11/11/2023;0,000;;
009011012;7909990002045;HAPPY FULLCOEUR 30G*24PC;0,000;FALFOUL;SAID;9,513;10,419;19,000;12,500;10,504;;;;05/11/2023;11/11/2023;0,000;;
009011013;7909990002052;HAPPY FULL CROCO 30G*24PC;0,000;FALFOUL;SAID;9,513;10,419;19,000;12,500;10,504;;;;05/11/2023;11/11/2023;0,000;;
009011014;7909990002069;HAPPY FULL EGZZ 30G*24PC;0,000;FALFOUL;SAID;9,513;10,419;19,000;12,500;10,504;;;;05/11/2023;11/11/2023;0,000;;
009011015;7909990002076;HAPPY FULL FRUIT 16G*24PC;0,000;FALFOUL;SAID;6,343;9,960;19,000;8,300;6,975;;;;05/11/2023;11/11/2023;0,000;;
009011016;7909990002083;HAPPY FULL LEGO 16G*24PC;0,000;FALFOUL;SAID;6,343;8,636;19,000;8,200;6,891;;;;05/11/2023;11/11/2023;0,000;;
009011017;7909990002090;FALFOUL DINOSAURE 50PC;0,000;FALFOUL;SAID;11,427;7,368;19,000;14,600;12,269;;;;05/11/2023;11/11/2023;0,000;;
009011018;7909990002106;FALFOUL NOUNOURS 50PC;0,000;FALFOUL;SAID;11,427;7,368;19,000;14,600;12,269;;;;05/11/2023;11/11/2023;0,000;;
009011019;7909990002113;FALFOUL COLA 50PC;0,000;FALFOUL;SAID;11,427;7,368;19,000;14,600;12,269;;;;05/11/2023;05/11/2023;0,000;;
009016001;7909990003691;JELLOPY SOUR TUBE 24PC;0,000;FALFOUL;SOUK;15,800;7,595;0,000;17,000;17,000;;;;09/11/2023;11/11/2023;0,000;;
009022001;7909990005510;FALFOUL JELLINO 14GR*40PC;0,000;FALFOUL;PAPILLON;8,303;10,318;19,000;10,900;9,160;;;;11/11/2023;11/11/2023;0,000;;
009022002;7909990005527;FALFOUL JELLINO 70GR*12PC;0,000;FALFOUL;PAPILLON;9,107;10,728;19,000;12,000;10,084;;;;11/11/2023;11/11/2023;0,000;;
010013001;7909990002151;SURPRISE EGGO GM DONIA 6PC ;0,000;SURPRISE;DONIA;31,000;12,903;0,000;35,000;35,000;;;;07/11/2023;11/11/2023;0,000;;
010013002;7909990002168;BONBON GOODBON VRAC 6KG;0,000;CHOCOLAT;DONIA;47,800;19,247;0,000;57,000;57,000;;;;07/11/2023;11/11/2023;0,000;;
010013003;7909990002199;SURPRISE PANDA GM DONIA 6PC;0,000;SURPRISE;DONIA;26,800;15,672;0,000;31,000;31,000;;;;07/11/2023;11/11/2023;0,000;;
010013004;7909990002243;SURPRISE SMART EGG PM DONIA 24PC;0,000;SURPRISE;DONIA;15,000;20,000;0,000;18,000;18,000;;;;07/11/2023;11/11/2023;0,000;;
010013005;7909990002250;SURPRISE SMART EGG GM DONIA 12PC;0,000;SURPRISE;DONIA;26,500;13,208;0,000;30,000;30,000;;;;07/11/2023;11/11/2023;0,000;;
010013006;7909990002335;SURPRISE MAGIC BALL DONIA 6PC;0,000;SURPRISE;DONIA;20,970;14,449;0,000;24,000;24,000;;;;07/11/2023;11/11/2023;0,000;;
010013007;7909990002373;SURPRISE EXCITE GM DONIA 8PC;0,000;SURPRISE;DONIA;25,080;11,643;0,000;28,000;28,000;;;;07/11/2023;11/11/2023;0,000;;
010016001;7909990002588;SURPRISE BOX CARTON 15/9/6PC;0,000;SURPRISE;SOUK;10,000;20,000;0,000;12,000;12,000;;F_22/1000012;INDUSTRIES ALIMENTAIRES DE TUINS (IAT);07/11/2023;11/11/2023;0,000;;
010016002;7909990002731;SURPRISE MISTO/MISTY/PANDA 12PC;0,000;SURPRISE;SOUK;23,000;15,217;0,000;26,500;26,500;;;;07/11/2023;11/11/2023;0,000;;
010016003;7909990002748;SURPRISE PUZZLE BALL 9PC;0,000;SURPRISE;SOUK;25,000;12,000;0,000;28,000;28,000;;;;07/11/2023;11/11/2023;0,000;;
010016004;7909990002755;SURPRISE CRAZY CAR 9PC;0,000;SURPRISE;SOUK;30,000;10,000;0,000;33,000;33,000;;;;07/11/2023;11/11/2023;0,000;;
010016005;7909990002762;SURPRISE CANDY POP 12PC;0,000;SURPRISE;SOUK;14,000;14,286;0,000;16,000;16,000;;;;07/11/2023;11/11/2023;0,000;;
