Code;Code à Bar;Désignation;Stock;Famille;Marque;Prix Achat HT;MB%;TVA;PventeTTC;Pvente Pub HT;Code Frs;Code Frs;Intitulé Frs;Date Creation;Date Modification;Remise_Fidelite;Dernière PUHT;Dernière remise
019020007;7909990003288;KAKAWIA HAMRA MELHA BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;10,000;20,000;0,000;12,000;12,000;;;;08/11/2023;14/11/2023;0,000;;
019020008;7909990003295;KAKAWIA HARRA BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;11,500;13,043;0,000;13,000;13,000;;;;08/11/2023;08/11/2023;0,000;;
019020009;7909990003301;KAKAWIA JBEN BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;11,500;13,043;0,000;13,000;13,000;;;;08/11/2023;08/11/2023;0,000;;
019020010;7909990003318;KAKAWIA BARBAQUE BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;11,500;13,043;0,000;13,000;13,000;;;;08/11/2023;14/11/2023;0,000;;
019020011;7909990003325;KAKAWIA 4*1 BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;95,000;7,895;0,000;102,500;102,500;;;;08/11/2023;08/11/2023;0,000;;
019021001;7909990003332;LOUZ HLOU ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;33,000;9,091;0,000;36,000;36,000;;;;08/11/2023;08/11/2023;0,000;;
019021002;7909990003349;LOUZ MELAH ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;33,000;9,091;0,000;36,000;36,000;;;;08/11/2023;08/11/2023;0,000;;
019021003;7909990003356;NOIX DE CAJOU ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;38,000;10,526;0,000;42,000;42,000;;;;08/11/2023;08/11/2023;0,000;;
019021004;7909990003363;PISTACHE SUPERE ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;49,000;8,163;0,000;53,000;53,000;;;;08/11/2023;08/11/2023;0,000;;
019021005;7909990003370;NOISETTE MOKLIA ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;33,000;15,152;0,000;38,000;38,000;;;;08/11/2023;08/11/2023;0,000;;
019021006;7909990003387;NOIX EXTRA ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;28,000;21,429;0,000;34,000;34,000;;;;08/11/2023;08/11/2023;0,000;;
020016001;7909990003899;SUCETTE CHUPA CHUPS 100PC;0,000;SUCETTE;SOUK;48,156;9,937;19,000;63,000;52,941;;;;09/11/2023;11/11/2023;0,000;;
020016002;7909990005589;SUCETTE TEKA 75PC;0,000;SUCETTE;SOUK;13,500;14,815;0,000;15,500;15,500;;;;14/11/2023;15/11/2023;0,000;;
020016003;7909990005770;SUCETTE CHADBON BOITE 125PC;0,000;SUCETTE;SOUK;15,000;16,667;0,000;17,500;17,500;;;;20/11/2023;20/11/2023;0,000;;
020016004;7909990005787;CHOCOLAT COCOATY SPORT 82PC;0,000;CHOCOLAT;SOUK;40,000;10,000;0,000;44,000;44,000;;;;20/11/2023;20/11/2023;0,000;;
020022001;7909990003509;SUCETTE CLOWN PAPILLON 100PC;0,000;SUCETTE;PAPILLON;8,073;14,501;19,000;11,000;9,244;;;;09/11/2023;11/11/2023;0,000;;
020022002;7909990003516;SUCETTE PIK PONG PAPILLON 100PC;0,000;SUCETTE;PAPILLON;8,073;14,501;19,000;11,000;9,244;;;;09/11/2023;11/11/2023;0,000;;
020022003;7909990003523;SUCETTE MAXI BUM XXL PAPILLON 48PC;0,000;SUCETTE;PAPILLON;10,492;12,130;19,000;14,000;11,765;;;;09/11/2023;15/11/2023;0,000;;
020024001;7909990003608;SUCETTE PETIT POPS TRIKI 100PC;0,000;SUCETTE;TRIKI;8,073;14,501;19,000;11,000;9,244;;;;09/11/2023;11/11/2023;0,000;;
021022001;7909990003530;CHAMIA AMANDE PAPILLON 4.400KG;0,000;CHAMIA;PAPILLON;45,237;7,743;19,000;58,000;48,739;;;;09/11/2023;09/11/2023;0,000;;
021022002;7909990003547;CHAMIA NORMAL EXTRA PAPILLON 4.400KG;0,000;CHAMIA;PAPILLON;37,000;9,017;19,000;48,000;40,336;;;;09/11/2023;09/11/2023;0,000;;
021022003;7909990003554;CHAMIA NORMAL PAPILLON 85G*24PC;0,000;CHAMIA;PAPILLON;25,382;9,255;19,000;33,000;27,731;;;;09/11/2023;11/11/2023;0,000;;
022016001;7909990003714;CONFITURE COING GODET EL FALLAH 100PC;0,000;CONFITURE;SOUK;21,000;9,524;0,000;23,000;23,000;;;;09/11/2023;15/11/2023;0,000;;
022016002;7909990005664;CONFITURE ABRICO GODET STICAP 100PC;0,000;CONFITURE;SOUK;19,500;12,821;0,000;22,000;22,000;;;;15/11/2023;15/11/2023;0,000;;
022016003;7909990005671;CONFITURE COING GODET TUCAL 100PC;0,000;CONFITURE;SOUK;22,000;10,000;0,000;24,200;24,200;;;;15/11/2023;15/11/2023;0,000;;
023008001;7909990005206;CHOCO OPPA 200GR;0,000;CAFE;VANOISE;2,630;14,068;0,000;3,000;3,000;;;;10/11/2023;11/11/2023;0,000;;
023027001;7909990003950;CAFE DOSE GOLDEN CAFE 120PC;0,000;CAFE;GOLDEN CAFE;21,000;7,143;0,000;22,500;22,500;;;;09/11/2023;11/11/2023;0,000;;
023028001;7909990003967;CHICOREE DOSE BRAVA 120PC;0,000;CAFE;BRAVA;20,000;10,000;0,000;22,000;22,000;;;;09/11/2023;11/11/2023;0,000;;
023028002;7909990005299;CHICOREE BRAVA 100GR;0,000;CAFE;BRAVA;6,537;14,732;0,000;7,500;7,500;;;;10/11/2023;12/11/2023;0,000;;
023028003;7909990005305;CHICOREE BRAVA 200GR;0,000;CAFE;BRAVA;11,114;12,471;0,000;12,500;12,500;;;;10/11/2023;17/11/2023;0,000;;
023030001;7909990004124;NESCAFE CLASIQUE DOSE 132PC;0,000;CAFE;NESTLE;24,569;8,766;19,000;31,800;26,723;;;;09/11/2023;11/11/2023;0,000;;
023030002;7909990004131;NESCAFE CLASIQUE DOSE 24PC;0,000;CAFE;NESTLE;5,100;15,340;19,000;7,000;5,882;;;;09/11/2023;12/11/2023;0,000;;
023030003;7909990004148;NESCAFE CLASIQUE BOCAL 190G+50GRATUIT;0,000;CAFE;NESTLE;27,000;7,407;0,000;29,000;29,000;;;;09/11/2023;15/11/2023;0,000;;
023030004;7909990004155;NESCAFE CLASIQUE BOCAL 190GR;0,000;CAFE;NESTLE;27,000;7,407;0,000;29,000;29,000;;;;09/11/2023;12/11/2023;0,000;;
023030005;7909990004162;NESCAFE CLASIQUE BOCAL 90GR;0,000;CAFE;NESTLE;15,500;9,677;0,000;17,000;17,000;;;;09/11/2023;12/11/2023;0,000;;
023030006;7909990004179;NESCAFE CLASIQUE BOCAL 45GR;0,000;CAFE;NESTLE;8,330;10,444;0,000;9,200;9,200;;;;09/11/2023;12/11/2023;0,000;;
023030007;7909990004186;NESCAFE CLASIQUE SACHET 50GR;0,000;CAFE;NESTLE;6,045;10,835;0,000;6,700;6,700;;;;09/11/2023;12/11/2023;0,000;;
023030008;7909990004193;NESCAFE CLASIQUE SACHET 25GR;0,000;CAFE;NESTLE;3,524;10,670;0,000;3,900;3,900;;;;09/11/2023;12/11/2023;0,000;;
023030009;7909990005312;RICORE 100GR;0,000;CAFE;NESTLE;10,650;9,859;0,000;11,700;11,700;;;;10/11/2023;12/11/2023;0,000;;
023030010;7909990005329;RICORE 260GR;0,000;CAFE;NESTLE;20,080;9,562;0,000;22,000;22,000;;;;10/11/2023;12/11/2023;0,000;;
023035001;7909990005244;MAXWELL HOUSE M/FINE NOIR 30PC;0,000;CAFE;MAXWELL HOUSE;10,850;10,599;0,000;12,000;12,000;;;;10/11/2023;11/11/2023;0,000;;
023035002;7909990005251;MAXWELL HOUSE SMOOTH JANE 30PC;0,000;CAFE;MAXWELL HOUSE;10,850;10,599;0,000;12,000;12,000;;;;10/11/2023;11/11/2023;0,000;;
023035003;7909990005268;MAXWELL HOUSE SMOOTH 190GR;0,000;CAFE;MAXWELL HOUSE;27,800;3,597;0,000;28,800;28,800;;;;10/11/2023;17/11/2023;0,000;;
023035004;7909990005275;MAXWELL HOUSE SMOOTH 95GR;0,000;CAFE;MAXWELL HOUSE;15,800;12,658;0,000;17,800;17,800;;;;10/11/2023;17/11/2023;0,000;;
023035005;7909990005282;MAXWELL HOUSE SMOOTH 47.5GR;0,000;CAFE;MAXWELL HOUSE;8,500;8,235;0,000;9,200;9,200;;;;10/11/2023;17/11/2023;0,000;;
024016001;7909990003974;INDOMIE POULET 70G*40PC;0,000;PATE;SOUK;28,000;10,000;0,000;30,800;30,800;;;;09/11/2023;11/11/2023;0,000;;
024016002;7909990003981;INDOMIE CREVETTE 70G*40PC;0,000;PATE;SOUK;28,000;10,000;0,000;30,800;30,800;;;;09/11/2023;11/11/2023;0,000;;
024016003;7909990003998;INDOMIE BOEUF 70G*40PC;0,000;PATE;SOUK;28,000;10,000;0,000;30,800;30,800;;;;09/11/2023;11/11/2023;0,000;;
024016004;7909990004001;INDOMIE LEGUME 70G*40PC;0,000;PATE;SOUK;28,000;10,000;0,000;30,800;30,800;;;;09/11/2023;11/11/2023;0,000;;
025029001;7909990004018;TOMATE SICMA 1KG*12PC;0,000;TOMATE;SICAM;57,500;1,217;0,000;58,200;58,200;;;;09/11/2023;11/11/2023;0,000;;
025029002;7909990004025;TOMATE SICMA 500GR*24PC;0,000;TOMATE;SICAM;61,200;2,941;0,000;63,000;63,000;;;;09/11/2023;09/11/2023;0,000;;
026016001;7909990004049;HARISA NEBLIA 1/6 24PC;0,000;HARISA;SOUK;28,000;10,714;0,000;31,000;31,000;;;;09/11/2023;11/11/2023;0,000;;
026029001;7909990004032;HARISA SICAM 1/6*30PC;0,000;HARISA;SICAM;34,000;5,882;0,000;36,000;36,000;;;;09/11/2023;11/11/2023;0,000;;
026029002;7909990004056;HARISA SICAM 500GR*24PC;0,000;HARISA;SICAM;58,000;5,172;0,000;61,000;61,000;;;;09/11/2023;11/11/2023;0,000;;
027031001;7909990004209;COCA-COLA PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;14/11/2023;0,000;;
027031002;7909990004216;COCA-COLA PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027031003;7909990004223;COCA-COLA PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027031004;7909990004230;COCA-COLA PET 1.5L*6PC;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027031005;7909990004247;COCA-COLA 0% PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;09/11/2023;0,000;;
027031006;7909990004254;COCA-COLA 0% PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;09/11/2023;0,000;;
027031007;7909990004261;COCA-COLA 0% PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027031008;7909990004278;COCA-COLA 0% PET 1.5L*6PC;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;09/11/2023;0,000;;
027031009;7909990004285;BOGA CIDER PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;09/11/2023;0,000;;
027031010;7909990004292;BOGA CIDER PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027031011;7909990004308;BOGA CIDER PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027031012;7909990004315;BOGA CIDER PET 1.5*6PC;0,000;GAZEUEZE;COCA;15,700;6,688;0,000;16,750;16,750;;;;09/11/2023;14/11/2023;0,000;;
027031013;7909990004322;BOGA LIM PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;09/11/2023;0,000;;
027031014;7909990004339;BOGA LIM PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027031015;7909990004346;BOGA LIM PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027031016;7909990004353;BOGA LIM PET 1.5L*6PC;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027031017;7909990004360;BOGA PECHE PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;14/11/2023;0,000;;
027031018;7909990004377;BOGA MOJITO PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;09/11/2023;0,000;;
027031019;7909990004384;BOGA FRUIT ROUGE PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;14/11/2023;0,000;;
027031020;7909990004391;BOGA MENTHE PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;09/11/2023;0,000;;
027031021;7909990004407;FANTA ORANGE PET 30CL*12PC;0,000;GAZEUEZE;COCA;12,000;8,333;0,000;13,000;13,000;;;;09/11/2023;14/11/2023;0,000;;
027031022;7909990004414;FANTA ORANGE PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027031023;7909990004421;FANTA ORANGE PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027031024;7909990004438;FANTA ORANGE PET 1.5L*6PC;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027031025;7909990004445;FANTA CITRON PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;09/11/2023;0,000;;
027031026;7909990004452;FANTA CITRON PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;09/11/2023;0,000;;
027031027;7909990004469;FANTA CITRON PET 1.5L*6PC;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;09/11/2023;0,000;;
027031028;7909990004476;CHWIPS ANANS PET 1L*6C;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;09/11/2023;0,000;;
027031029;7909990004483;CHWIPS ANANS PET 1.5L*6C;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027031030;7909990004490;APPLA POMME PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027031031;7909990004506;APPLA POMME PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;09/11/2023;0,000;;
027031032;7909990004513;APPLA POMME PET 1.5L*6PC;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;09/11/2023;0,000;;
027031033;7909990004520;ORANGINA JANE PET 40CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;09/11/2023;0,000;;
027031034;7909990004537;ORANGINA JANE PET 98CL*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027031035;7909990004544;ORANGINA JANE PET 1.25CL*6PC;0,000;GAZEUEZE;COCA;15,700;7,006;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027031036;7909990004551;SPRITE PET 50CL*12PC;0,000;GAZEUEZE;COCA;14,500;6,207;0,000;15,400;15,400;;;;09/11/2023;09/11/2023;0,000;;
027031037;7909990004568;SPRITE PET 1L*6PC;0,000;GAZEUEZE;COCA;12,500;8,000;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027031038;7909990004575;SPRITE PET 1.5L*6PC;0,000;GAZEUEZE;COCA;15,750;6,667;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027031039;7909990004582;CANETTE COCA 0% 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;14/11/2023;0,000;;
027031040;7909990004599;CANETTE COCA 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;14/11/2023;0,000;;
027031041;7909990004605;CANETTE FANTA ORANGE 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;14/11/2023;0,000;;
027031042;7909990004612;CANETTE BOGA CIDER 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;14/11/2023;0,000;;
027031043;7909990004629;CANETTE BOGA LIM 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;14/11/2023;0,000;;
027031044;7909990004636;CANETTE APPLA 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;09/11/2023;0,000;;
027031045;7909990004643;CANETTE CHWIPS 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;14/11/2023;0,000;;
027031046;7909990004650;CANETTE BOGA MENTHE  33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;09/11/2023;0,000;;
027031047;7909990004667;CANETTE SPRITE 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;09/11/2023;0,000;;
027031048;7909990004674;CANETTE FANTA CITRON 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;09/11/2023;14/11/2023;0,000;;
027031049;7909990005640;CANETTE FANTA POMME 33CL*24PC;0,000;GAZEUEZE;COCA;26,000;5,769;0,000;27,500;27,500;;;;14/11/2023;14/11/2023;0,000;;
027032001;7909990004681;VIVA RAOUAA PET 50CL*12PC;0,000;GAZEUEZE;VIVA;13,490;14,159;0,000;15,400;15,400;;;;09/11/2023;09/11/2023;0,000;;
027032002;7909990004698;VIVA RAOUAA PET 1L*6PC;0,000;GAZEUEZE;VIVA;11,920;13,255;0,000;13,500;13,500;;;;09/11/2023;09/11/2023;0,000;;
027032003;7909990004704;VIVA RAOUAA PET 1.5L*6PC;0,000;GAZEUEZE;VIVA;15,250;10,164;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027032004;7909990004711;VIVA PECHE PET 50CL*12PC;0,000;GAZEUEZE;VIVA;13,940;10,473;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027032005;7909990004728;VIVA PECHE PET 1L*6PC;0,000;GAZEUEZE;VIVA;11,920;13,255;0,000;13,500;13,500;;;;09/11/2023;09/11/2023;0,000;;
027032006;7909990004735;VIVA PECHE PET 1.5L*6PC;0,000;GAZEUEZE;VIVA;15,250;10,164;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027032007;7909990004742;VIVA CITRON PET 50CL*12PC;0,000;GAZEUEZE;VIVA;13,940;10,473;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027032008;7909990004759;VIVA CITRON PET 1.5L*6PC;0,000;GAZEUEZE;VIVA;15,250;10,164;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027032009;7909990004766;VIVA TROPICO PET 50CL*12PC;0,000;GAZEUEZE;VIVA;13,940;10,473;0,000;15,400;15,400;;;;09/11/2023;14/11/2023;0,000;;
027032010;7909990004773;VIVA TROPICO PET 1L*6PC;0,000;GAZEUEZE;VIVA;11,940;13,065;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027032011;7909990004780;VIVA TROPICO PET 1.5L*6PC;0,000;GAZEUEZE;VIVA;15,250;10,164;0,000;16,800;16,800;;;;09/11/2023;09/11/2023;0,000;;
027032012;7909990004797;VIVA CIDER PET 1L*6PC;0,000;GAZEUEZE;VIVA;11,940;13,065;0,000;13,500;13,500;;;;09/11/2023;14/11/2023;0,000;;
027032013;7909990004803;VIVA CIDER PET 1.5L*6PC;0,000;GAZEUEZE;VIVA;15,250;10,164;0,000;16,800;16,800;;;;09/11/2023;14/11/2023;0,000;;
027032014;7909990004810;CANETTE VIVA PECHE 33CL*24PC;0,000;GAZEUEZE;VIVA;32,500;10,769;0,000;36,000;36,000;;;;09/11/2023;09/11/2023;0,000;;
027032015;7909990004827;CANETTE VIVA POMME 33CL*24PC;0,000;GAZEUEZE;VIVA;32,500;10,769;0,000;36,000;36,000;;;;09/11/2023;14/11/2023;0,000;;
027032016;7909990005633;VIVA CITRON PET 1L*6PC;0,000;GAZEUEZE;VIVA;11,940;13,065;0,000;13,500;13,500;;;;14/11/2023;14/11/2023;0,000;;
028016001;7909990004988;THON SIDI ALI 140GR;0,000;THON;SOUK;2,687;7,927;0,000;2,900;2,900;;;;09/11/2023;11/11/2023;0,000;;
028016002;7909990005015;THON LA GOULETTE HV 110GR;0,000;THON;SOUK;0,000;0,000;0,000;1,000;1,000;;;;09/11/2023;09/11/2023;0,000;;
028016003;7909990005022;THON LA GOULETTE HO 110GR;0,000;THON;SOUK;0,000;0,000;0,000;1,000;1,000;;;;09/11/2023;12/11/2023;0,000;;
028016004;7909990005039;THON LA GOULETTE HV 400GR;0,000;THON;SOUK;0,000;0,000;0,000;1,000;1,000;;;;09/11/2023;09/11/2023;0,000;;
028016005;7909990005046;THON LA GOULETTE HO 400GR;0,000;THON;SOUK;0,000;0,000;0,000;1,000;1,000;;;;09/11/2023;09/11/2023;0,000;;
028016006;7909990005053;THON FNAR JANE HV 400GR;0,000;THON;SOUK;8,400;7,143;0,000;9,000;9,000;;;;09/11/2023;11/11/2023;0,000;;
028016007;7909990005060;THON LA VAGUE HV 400GR;0,000;THON;SOUK;8,800;10,227;0,000;9,700;9,700;;;;09/11/2023;11/11/2023;0,000;;
028016008;7909990005077;THON EL BADER HV 400GR;0,000;THON;SOUK;9,100;9,890;0,000;10,000;10,000;;;;09/11/2023;11/11/2023;0,000;;
028016009;7909990005084;THON ZAYEN HV 400GR;0,000;THON;SOUK;7,600;11,842;0,000;8,500;8,500;;;;09/11/2023;11/11/2023;0,000;;
029016001;7909990005008;SARDINE LE GRAND BLEU 110GR;0,000;SARDINE;SOUK;1,360;25,000;0,000;1,700;1,700;;;;09/11/2023;11/11/2023;0,000;;
029016002;7909990005091;SARDINE MARINA HV 110GR;0,000;SARDINE;SOUK;1,600;12,500;0,000;1,800;1,800;;;;09/11/2023;11/11/2023;0,000;;
030016001;7909990005596;PAPIER TOILET KOTIS 4*1PC;0,000;SERVIETTE;SOUK;2,050;17,073;0,000;2,400;2,400;;;;14/11/2023;15/11/2023;0,000;;
030016002;7909990005602;PAPIER SERVIETTE ROSY 30*30 1PC;0,000;SERVIETTE;SOUK;1,310;22,137;0,000;1,600;1,600;;;;14/11/2023;15/11/2023;0,000;;
030016003;7909990005619;PAPIER SERVIETTE ROSY 24*24/ 1pc;0,000;SERVIETTE;SOUK;0,810;17,284;0,000;0,950;0,950;;;;14/11/2023;15/11/2023;0,000;;
030016004;7909990005626;PAPIER SUITOU ROSY 2*1PC;0,000;SERVIETTE;SOUK;2,500;14,000;0,000;2,850;2,850;;;;14/11/2023;15/11/2023;0,000;;
030034001;7909990005107;PAPIER MOUCHOIR LILAS 10PC;0,000;SERVIETTE;LILAS;2,350;10,638;0,000;2,600;2,600;;;;09/11/2023;11/11/2023;0,000;;
031016001;7909990005169;POCHETTE HAMAS 100GR;0,000;EMBALLAGE;SOUK;6,500;23,077;0,000;8,000;8,000;;;;10/11/2023;10/11/2023;0,000;;
031016002;7909990005176;POCHETTE HAMAS 200GR;0,000;EMBALLAGE;SOUK;6,500;23,077;0,000;8,000;8,000;;;;10/11/2023;10/11/2023;0,000;;
031016003;7909990005336;SACHET MIZEN 500GR 1PC;0,000;EMBALLAGE;SOUK;0,950;15,789;0,000;1,100;1,100;;;;10/11/2023;10/11/2023;0,000;;
031016004;7909990005343;SACHET MIZEN 1KG 1PC;0,000;EMBALLAGE;SOUK;1,050;14,286;0,000;1,200;1,200;;;;10/11/2023;10/11/2023;0,000;;
031016005;7909990005350;SACHET MIZEN 2KG 1PC;0,000;EMBALLAGE;SOUK;1,450;17,241;0,000;1,700;1,700;;;;10/11/2023;10/11/2023;0,000;;
031016006;7909990005367;SACHET 9ADIA NOIR GM LUX 50PC;0,000;EMBALLAGE;SOUK;3,600;11,111;0,000;4,000;4,000;;;;10/11/2023;10/11/2023;0,000;;
031016007;7909990005374;SACHET 9ADIA NOIR GM NORMAL 50PC;0,000;EMBALLAGE;SOUK;2,000;25,000;0,000;2,500;2,500;;;;10/11/2023;10/11/2023;0,000;;
031016008;7909990005381;SACHET 9ADIA NOIR PM LUX 50PC;0,000;EMBALLAGE;SOUK;1,050;23,810;0,000;1,300;1,300;;;;10/11/2023;10/11/2023;0,000;;
031016009;7909990005398;SACHET 9ADIA NOIR PM NORMAL 50PC;0,000;EMBALLAGE;SOUK;0,625;1 340,000;0,000;9,000;9,000;;;;10/11/2023;10/11/2023;0,000;;
031016010;7909990005435;GOBELET DEAU PLASTIQUE 100PC ;0,000;EMBALLAGE;SOUK;2,660;31,579;0,000;3,500;3,500;;;;10/11/2023;11/11/2023;0,000;;
032020001;7909990005237;RIZ BLANC BONSOIR 900GR;0,000;RIZ;BONSOIR;6,000;5,000;0,000;6,300;6,300;;;;10/11/2023;11/11/2023;0,000;0,000;
;;576;;;;;;;;;;;;;;;;
